building_id,surface_m2,year_built,building_type,city,energy_consumption_kwh,co2_emissions_kg,energy_class
498,112.4,1975,Résidentiel,Toulouse,124.2,33.8,E
499,85.0,2018,Bureau,Nantes,173.0,19.7,C
500,64.7,2013,Industrie,Lille,279.9,25.0,A
501,157.0,1986,Résidentiel,Marseille,127.0,38.8,A
502,196.4,1998,Résidentiel,Lille,40.0,36.6,D
503,64.1,1970,Bureau,Nantes,183.6,44.7,D
504,142.5,2013,École,Lille,237.0,,E
505,,1954,Résidentiel,Toulouse,119.2,35.7,E
506,100.5,2019,Industrie,Lyon,230.9,,G
507,96.3,1953,Résidentiel,Lille,117.8,43.5,E
508,85.4,1988,Industrie,Toulouse,171.2,49.3,A
509,121.9,1984,Commerce,Lyon,225.2,40.8,C
510,86.8,1950,Commerce,Marseille,,47.7,F
511,130.8,1973,Industrie,Nantes,,35.4,G
512,118.0,2006,École,Marseille,252.9,44.7,G
513,110.4,2019,Résidentiel,Paris,208.4,35.9,G
514,83.7,1990,Résidentiel,Toulouse,136.8,22.7,E
515,96.9,2003,Commerce,Lyon,271.1,38.0,E
516,150.2,1995,Industrie,Lille,219.5,,A
517,140.0,2009,Résidentiel,Marseille,68.4,63.1,F
518,80.9,2009,Résidentiel,Lyon,231.9,31.0,A
519,124.0,2006,École,Toulouse,145.7,42.7,F
520,150.1,1980,Bureau,Paris,191.8,34.9,A
521,53.2,1973,Commerce,Marseille,240.5,20.2,C
522,141.7,1985,Commerce,Nantes,147.0,,E
523,93.5,1979,Bureau,Lyon,81.3,44.0,B
524,142.8,1973,Résidentiel,Nantes,270.3,53.6,B
525,89.5,1979,École,Lyon,249.9,26.2,E
526,,1956,École,Lyon,174.8,15.1,G
527,54.9,1984,Commerce,Toulouse,231.2,31.1,E
528,121.9,2004,École,Toulouse,157.8,23.8,E
529,130.4,1963,Bureau,Toulouse,185.8,27.2,E
530,83.8,1959,Résidentiel,Lille,171.3,42.3,G
531,,1965,Bureau,Lyon,160.3,34.4,F
532,53.5,2003,Industrie,Marseille,201.6,,C
533,117.4,2019,Commerce,Nantes,107.5,42.1,B
534,71.6,1993,École,Toulouse,164.9,43.0,D
535,93.9,2022,Industrie,Toulouse,198.9,31.0,B
536,121.9,1994,École,Nantes,290.3,,B
537,85.6,2005,Résidentiel,Nantes,109.9,41.2,G
538,104.6,2006,Résidentiel,Lyon,211.2,40.1,A
539,,1970,Résidentiel,Toulouse,217.8,35.5,E
540,96.9,2017,École,Nantes,67.4,52.2,E
541,153.4,1999,Industrie,Lille,204.6,42.0,E
542,,1982,Résidentiel,Lille,232.8,29.6,A
543,141.2,1956,Industrie,Toulouse,215.3,29.7,G
544,177.7,2019,École,Nantes,175.0,28.3,C
545,,1964,Industrie,Lyon,200.0,42.6,C
546,88.1,1981,École,Lyon,190.2,27.5,G
547,143.1,1969,École,Lyon,78.6,29.9,D
548,111.9,1964,Commerce,Paris,191.6,47.7,C
549,134.8,1997,École,Toulouse,158.0,37.3,G
550,95.8,2020,École,Lyon,137.7,49.4,C
551,123.5,1970,Bureau,Lille,329.1,44.6,E
552,113.8,1991,Résidentiel,Nantes,255.2,20.9,F
553,166.7,1975,Commerce,Marseille,111.0,,G
554,130.2,1963,Commerce,Marseille,200.8,46.9,B
555,133.5,2006,Commerce,Lyon,267.5,20.3,C
556,103.5,1986,Bureau,Marseille,90.2,40.0,C
557,100.5,2007,École,Marseille,184.6,34.5,A
558,,1970,Résidentiel,Paris,187.4,13.9,D
559,135.8,2018,Industrie,Lille,103.5,36.4,F
560,103.2,1952,École,Lille,202.8,25.0,A
561,,1986,Bureau,Paris,247.0,21.0,E
562,203.0,1998,École,Paris,,35.1,B
563,154.8,1968,École,Marseille,165.0,11.8,D
564,107.0,1961,Bureau,Toulouse,330.1,26.9,A
565,168.0,2010,Commerce,Nantes,56.5,,G
566,103.7,1990,Commerce,Nantes,201.4,42.8,C
567,38.5,1982,Résidentiel,Marseille,95.3,,C
568,79.7,1999,Résidentiel,Nantes,185.4,51.8,D
569,,2017,Commerce,Paris,148.7,23.1,C
570,105.9,2020,Industrie,Lille,,,G
571,120.7,1982,École,Nantes,172.4,21.2,A
572,187.1,1973,Industrie,Marseille,130.4,38.1,A
573,133.1,2010,École,Toulouse,,51.4,C
574,111.2,2010,Commerce,Marseille,295.9,23.0,C
575,153.2,1977,Résidentiel,Lyon,206.6,,E
576,31.6,2007,Résidentiel,Marseille,77.9,48.1,B
577,129.4,1992,Industrie,Paris,213.0,53.6,D
578,150.8,1990,Résidentiel,Lille,168.3,11.1,A
579,,1988,Commerce,Lille,180.3,40.5,D
580,165.8,1998,Industrie,Nantes,229.2,37.7,E
581,133.5,1966,École,Paris,251.0,25.6,A
582,103.4,2019,Résidentiel,Lyon,128.5,,E
583,145.3,2019,Bureau,Paris,178.2,46.9,E
584,210.8,2014,Résidentiel,Marseille,147.2,37.1,F
585,127.3,1954,École,Paris,215.8,38.1,C
586,129.9,1951,Industrie,Paris,166.1,27.5,G
587,101.6,1971,École,Lyon,181.8,25.4,F
588,86.0,2006,Bureau,Marseille,163.8,5.5,D
589,153.2,2015,Commerce,Toulouse,173.6,32.3,G
590,85.8,1965,Résidentiel,Toulouse,282.3,52.3,D
591,122.9,2000,Industrie,Lille,323.4,24.3,C
592,100.9,1988,Commerce,Nantes,202.6,16.7,G
593,139.2,1989,École,Paris,174.0,40.2,F
594,133.3,1987,Industrie,Lille,84.3,,D
595,161.5,2009,Commerce,Lyon,134.4,28.0,F
596,,2008,Industrie,Toulouse,172.4,30.8,C
597,109.2,1959,Bureau,Paris,137.1,38.2,G
598,80.8,2013,Bureau,Lyon,143.4,,G
599,102.2,2012,Résidentiel,Nantes,274.5,47.0,A
600,135.1,1998,Résidentiel,Lyon,181.7,64.2,E
601,150.3,2013,Bureau,Paris,187.1,14.5,E
602,83.1,1981,Industrie,Nantes,139.5,49.8,F
603,154.8,1956,Bureau,Lyon,250.7,36.3,G
604,174.2,1970,Résidentiel,Nantes,167.2,51.7,D
605,136.5,1969,Bureau,Paris,148.7,43.7,F
606,195.1,1975,Bureau,Paris,,35.7,F
607,89.0,2017,Industrie,Nantes,176.3,44.1,B
608,70.2,1964,Commerce,Marseille,146.9,30.3,G
609,48.9,1963,Résidentiel,Lille,281.1,25.7,E
610,179.8,1976,Industrie,Lyon,290.6,44.7,G
611,146.2,1989,Bureau,Lyon,,24.9,C
612,117.8,2007,Bureau,Marseille,112.7,42.7,F
613,131.2,1977,Commerce,Marseille,163.4,35.4,B
614,75.0,1975,Résidentiel,Marseille,,7.0,B
615,217.8,2012,Résidentiel,Toulouse,193.0,28.1,E
616,125.2,2015,École,Toulouse,160.4,39.0,E
617,124.4,1974,Résidentiel,Nantes,196.8,30.1,E
618,149.0,1952,Commerce,Toulouse,,5.0,C
619,139.2,2021,École,Paris,116.1,50.8,B
620,129.0,1993,École,Nantes,239.7,37.0,D
621,88.4,1991,Bureau,Lyon,136.3,40.3,C
622,138.9,1955,Bureau,Lille,308.9,29.3,A
623,195.3,1988,Résidentiel,Paris,277.3,41.4,F
624,173.8,2001,École,Lyon,173.2,,E
625,183.7,1972,Bureau,Lyon,122.2,26.2,B
626,99.6,1999,Commerce,Nantes,110.7,55.0,F
627,80.4,1992,Bureau,Marseille,232.4,39.8,G
628,115.0,1968,Bureau,Marseille,178.2,24.6,C
629,122.2,2018,École,Paris,235.6,61.5,A
630,163.8,2000,École,Marseille,312.3,39.7,G
631,52.3,1960,Industrie,Lyon,133.8,,C
632,181.2,1961,Commerce,Marseille,106.2,31.8,C
633,113.7,1957,École,Toulouse,191.6,25.4,D
634,102.9,1973,Résidentiel,Marseille,248.7,37.0,F
635,79.5,1990,Commerce,Lyon,123.6,54.0,D
636,53.8,1985,Commerce,Nantes,182.1,31.3,C
637,152.9,2021,École,Paris,262.2,34.7,A
638,122.9,2004,Commerce,Lille,82.0,52.5,B
639,68.4,1958,École,Marseille,194.1,31.4,B
640,68.2,1996,Bureau,Lyon,147.6,41.1,G
641,106.6,1964,Industrie,Lille,187.4,45.5,F
642,,1997,Bureau,Lille,222.6,32.6,E
643,,1991,École,Toulouse,193.2,38.7,E
644,59.9,2009,École,Lille,119.4,42.9,B
645,110.2,2019,Bureau,Nantes,149.9,30.2,C
646,109.1,1961,Résidentiel,Lyon,265.6,44.8,C
647,20.0,1951,Résidentiel,Lyon,199.7,28.4,D
648,117.8,1956,Résidentiel,Marseille,230.4,26.9,F
649,110.8,1952,École,Marseille,195.0,16.7,D
650,147.8,1952,Commerce,Marseille,228.5,29.0,E
651,194.0,1976,École,Nantes,156.2,25.2,B
652,165.1,1989,Commerce,Lille,133.9,30.2,G
653,109.2,1982,Bureau,Lille,225.8,42.3,C
654,75.7,1950,Industrie,Toulouse,247.6,14.3,B
655,222.9,1957,Commerce,Nantes,125.1,,A
656,122.4,1981,Résidentiel,Marseille,145.4,26.0,B
657,120.6,1997,École,Paris,170.2,40.5,A
658,,1953,Bureau,Toulouse,277.2,38.5,D
659,127.9,2019,Résidentiel,Paris,213.8,25.8,D
660,114.2,1968,Bureau,Lille,100.6,49.0,E
661,97.1,1981,Industrie,Toulouse,174.4,27.1,B
662,98.1,1958,École,Toulouse,165.2,40.5,B
663,118.7,1961,École,Lyon,109.6,30.6,A
664,98.3,1960,Industrie,Lille,173.7,24.6,D
665,91.5,1995,École,Lille,162.6,27.7,A
666,124.3,1965,Commerce,Nantes,158.3,43.8,D
667,109.8,1950,Bureau,Toulouse,155.6,,A
668,180.2,2012,Résidentiel,Lille,,46.6,D
669,20.0,1970,Industrie,Toulouse,158.2,39.3,A
670,,1979,Commerce,Nantes,183.0,15.7,G
671,169.8,1962,Résidentiel,Nantes,176.5,60.4,D
672,37.1,1983,Résidentiel,Lyon,,39.5,F
673,106.3,1953,Industrie,Toulouse,184.8,41.2,A
674,105.1,1977,Commerce,Lille,183.9,30.5,B
675,63.7,2008,Résidentiel,Lille,184.8,48.4,E
676,88.9,1976,Résidentiel,Toulouse,128.4,21.9,F
677,,2018,Commerce,Toulouse,167.6,42.3,F
678,190.1,1974,École,Toulouse,225.6,10.0,A
679,157.4,1952,Résidentiel,Marseille,169.2,43.1,E
680,170.9,2017,Bureau,Lille,189.7,22.0,B
681,148.9,1974,Commerce,Nantes,190.0,,F
682,74.8,1969,Résidentiel,Lille,205.0,51.3,B
683,99.0,1983,Industrie,Marseille,213.5,44.9,D
684,139.6,1975,Bureau,Toulouse,169.6,49.7,G
685,71.1,1954,Résidentiel,Lyon,125.3,48.5,E
686,148.5,2010,Bureau,Toulouse,106.9,28.7,G
687,110.4,1958,Bureau,Toulouse,241.1,42.2,C
688,105.0,1999,École,Marseille,226.2,14.3,D
689,148.4,1955,Bureau,Lille,219.0,26.8,E
690,137.8,2009,École,Toulouse,228.7,51.7,A
691,105.6,1993,Commerce,Lille,170.3,30.4,G
692,166.4,1960,École,Paris,142.5,,A
693,,2015,Industrie,Nantes,121.2,,B
694,144.6,1996,Résidentiel,Lille,114.6,41.7,F
695,143.7,2022,Commerce,Lyon,252.7,,G
696,107.6,1952,Commerce,Nantes,150.4,23.2,C
697,133.0,1979,Industrie,Lyon,243.3,38.4,A
698,70.0,1970,École,Toulouse,168.8,38.1,E
699,157.0,1977,Résidentiel,Nantes,139.4,25.1,G
700,112.6,2011,École,Lille,114.3,33.0,G
701,99.1,1982,Bureau,Nantes,144.7,,F
702,162.0,1984,École,Toulouse,265.1,30.8,F
703,91.8,2001,Commerce,Marseille,114.9,46.7,E
704,63.7,1983,Résidentiel,Lyon,307.0,26.0,F
705,57.7,1990,École,Toulouse,129.6,57.9,A
706,144.2,2000,Résidentiel,Marseille,225.0,17.8,E
707,68.8,1996,Résidentiel,Nantes,171.3,31.9,E
708,190.2,2007,Bureau,Nantes,160.8,27.1,B
709,36.7,2006,Bureau,Toulouse,103.7,32.8,C
710,187.9,1972,Commerce,Lille,174.1,51.5,G
711,128.4,1997,Industrie,Nantes,110.5,,B
712,116.1,1971,Résidentiel,Lille,79.1,29.6,C
713,98.2,1966,Industrie,Lille,,42.9,E
714,136.0,2018,Commerce,Lille,141.9,36.1,G
715,118.5,1960,Résidentiel,Paris,,37.1,F
716,164.1,1964,Résidentiel,Marseille,240.0,23.4,C
717,124.6,1984,Industrie,Marseille,281.8,34.1,E
718,126.0,1982,École,Nantes,139.1,48.6,E
719,105.5,1965,Bureau,Nantes,188.2,15.7,B
720,117.7,1983,École,Lille,40.0,26.6,B
721,132.3,2015,Industrie,Paris,163.1,13.2,F
722,51.6,1989,Bureau,Lille,185.9,41.4,D
723,66.1,1977,École,Paris,189.2,49.7,A
724,149.7,1996,Bureau,Lille,177.5,32.8,D
725,126.8,1988,Résidentiel,Lyon,184.0,22.9,D
726,112.6,2019,École,Lyon,40.0,23.3,G
727,120.7,2022,Bureau,Toulouse,195.4,31.4,G
728,133.9,1969,Bureau,Lille,209.0,31.4,F
729,98.4,1950,Bureau,Nantes,260.3,45.9,G
730,88.9,2021,École,Marseille,202.1,,C
731,127.8,2012,Commerce,Toulouse,172.2,40.2,F
732,80.9,2016,École,Nantes,246.3,31.3,F
733,136.3,1953,Industrie,Lyon,40.0,26.1,E
734,51.9,2007,École,Lille,149.1,31.0,E
735,161.2,1974,Bureau,Toulouse,134.1,39.0,E
736,,1996,Résidentiel,Lille,177.9,46.0,A
737,130.2,1987,École,Lyon,48.1,32.0,C
738,159.3,1964,École,Toulouse,259.2,20.6,C
739,186.6,2012,Bureau,Lyon,165.0,47.0,E
740,160.6,1970,Résidentiel,Paris,199.1,24.2,D
741,46.4,2006,Résidentiel,Lyon,193.4,38.1,A
742,,2002,Industrie,Lille,,34.7,D
743,95.0,1995,École,Marseille,68.3,33.1,B
744,,1963,Résidentiel,Lyon,186.7,29.2,C
745,,1966,Résidentiel,Nantes,248.8,42.4,C
746,91.0,1988,Commerce,Marseille,,,D
747,127.5,1958,Commerce,Paris,122.9,,A
748,89.8,1955,Résidentiel,Toulouse,143.8,,C
749,95.5,1972,Industrie,Toulouse,156.4,39.9,D
750,,2008,Résidentiel,Marseille,136.7,39.3,F
751,83.1,1995,Bureau,Toulouse,170.8,50.3,F
752,65.9,1987,École,Lyon,270.5,37.4,G
753,81.0,1963,Industrie,Marseille,144.2,25.1,A
754,162.1,2021,Bureau,Lille,150.7,15.7,D
755,82.0,2011,Industrie,Lyon,207.6,30.8,G
756,225.3,1984,Bureau,Lyon,169.5,11.5,F
757,139.7,1968,École,Lyon,100.2,27.5,A
758,127.4,1979,École,Lille,176.3,31.5,G
759,85.7,1974,Commerce,Paris,174.1,26.7,E
760,148.0,1989,Bureau,Nantes,238.5,35.5,A
761,97.0,1963,Commerce,Toulouse,121.7,32.2,B
762,124.9,1975,Bureau,Marseille,238.9,31.1,E
763,222.4,1971,Commerce,Paris,174.1,5.9,G
764,116.2,1997,École,Marseille,113.5,19.5,D
765,166.0,2000,Industrie,Toulouse,101.5,42.7,E
766,91.9,1952,Commerce,Lille,296.1,44.7,E
767,118.6,1991,Bureau,Lyon,,,G
768,190.8,1968,Bureau,Lyon,236.2,25.2,D
769,94.9,2022,École,Lille,77.5,47.9,D
770,192.5,1977,Bureau,Paris,338.3,26.4,F
771,148.3,1994,Résidentiel,Paris,233.6,33.7,B
772,97.5,2020,Industrie,Marseille,164.7,52.3,D
773,145.3,2012,Commerce,Lille,161.6,30.7,C
774,158.9,2022,Industrie,Paris,,28.9,C
775,144.9,1968,École,Lille,220.6,33.1,B
776,57.2,1996,Commerce,Toulouse,191.0,57.2,A
777,,1963,Commerce,Lyon,180.7,40.4,G
778,110.1,1987,Résidentiel,Lyon,,,A
779,117.0,2002,École,Lyon,75.5,28.7,C
780,144.8,2010,Bureau,Lille,157.7,41.5,D
781,,1985,Résidentiel,Lille,81.2,42.9,B
782,66.6,1989,Résidentiel,Marseille,216.3,22.1,A
783,135.2,1979,Industrie,Lyon,139.5,43.2,A
784,144.4,1958,Industrie,Marseille,85.7,33.2,G
785,142.4,2013,Industrie,Lyon,132.4,35.3,E
786,163.2,1982,Résidentiel,Marseille,189.0,24.4,C
787,153.4,2001,Bureau,Marseille,167.7,,D
788,138.4,1963,Commerce,Toulouse,109.6,22.6,B
789,117.2,2002,Industrie,Marseille,77.7,22.1,A
790,53.6,2008,Bureau,Lille,184.4,39.5,G
791,137.2,1990,École,Marseille,145.2,30.7,E
792,128.3,2017,Industrie,Lyon,164.5,19.4,C
793,130.9,2017,Commerce,Marseille,170.4,61.1,C
794,68.9,1957,École,Paris,,21.5,G
795,76.8,1951,École,Nantes,230.8,48.1,B
796,162.1,1990,Commerce,Lyon,188.8,17.3,A
797,118.4,2004,Industrie,Paris,160.8,40.5,B
798,147.3,1965,Résidentiel,Lyon,181.5,32.0,G
799,,2011,Commerce,Lille,159.6,27.5,G
800,121.2,1997,Commerce,Nantes,81.4,37.4,B
801,157.5,1979,Commerce,Nantes,245.5,,F
802,99.4,1961,École,Lille,,25.3,E
803,123.8,1984,Bureau,Nantes,,24.7,C
804,101.5,1960,Résidentiel,Lille,316.8,16.1,F
805,102.6,2013,Industrie,Paris,109.4,38.7,D
806,107.6,1999,Industrie,Toulouse,,20.0,C
807,128.9,1970,Bureau,Lyon,330.7,35.0,C
808,100.9,2018,Commerce,Lille,177.6,42.1,E
809,170.2,1997,Résidentiel,Lyon,194.7,37.5,D
810,84.2,1969,Industrie,Paris,88.7,26.3,A
811,112.5,2016,Industrie,Toulouse,,,D
812,102.4,1993,Commerce,Paris,295.9,30.1,A
813,177.9,1982,Bureau,Nantes,257.2,19.0,D
814,127.9,2022,Résidentiel,Lyon,143.4,,B
815,161.3,2010,Bureau,Toulouse,156.2,42.0,G
816,60.6,1958,Bureau,Nantes,112.1,26.9,D
817,130.7,2017,Résidentiel,Toulouse,128.9,45.5,F
818,155.6,1984,Résidentiel,Nantes,65.4,25.8,F
819,123.3,2014,Industrie,Paris,174.9,27.4,E
820,162.6,1957,Industrie,Lille,270.6,,G
821,99.3,1994,Résidentiel,Lyon,201.3,43.2,G
822,176.4,1996,École,Marseille,262.0,34.4,A
823,212.0,1989,Industrie,Marseille,244.4,23.2,C
824,105.5,2003,École,Paris,147.2,30.2,E
825,102.2,1995,Résidentiel,Lyon,134.4,5.0,F
826,178.1,1996,Industrie,Lyon,136.7,44.3,F
827,183.2,1964,Bureau,Paris,77.0,33.0,A
828,,1968,Résidentiel,Lyon,181.9,6.1,F
829,103.2,1975,Commerce,Lille,40.0,17.5,F
830,108.7,2001,École,Paris,215.5,29.9,A
831,66.2,1971,Résidentiel,Lille,,19.2,F
832,83.3,1970,Résidentiel,Lyon,208.3,44.5,C
833,79.8,2000,Industrie,Paris,243.4,40.0,B
834,89.3,1987,Industrie,Lyon,191.9,39.3,E
835,118.6,1969,Industrie,Paris,277.9,5.0,C
836,129.4,1978,Commerce,Lyon,,28.7,C
837,182.0,2000,Industrie,Lille,134.6,26.6,B
838,80.1,1953,Résidentiel,Lille,165.7,23.6,G
839,159.4,2004,Industrie,Lyon,44.3,30.0,E
840,,2020,Bureau,Paris,,21.5,C
841,118.0,1977,Industrie,Marseille,,,F
842,147.0,1953,Commerce,Lille,212.8,44.2,B
843,75.1,1971,Bureau,Lille,135.0,43.2,G
844,135.3,1994,Résidentiel,Nantes,105.2,33.3,E
845,,2016,Résidentiel,Marseille,66.7,59.0,D
846,139.7,2015,École,Lyon,144.2,,A
847,131.6,1983,Bureau,Paris,297.1,33.8,F
848,218.2,2004,École,Nantes,,,B
849,,1950,Bureau,Lyon,236.4,51.1,A
850,98.8,2021,Bureau,Toulouse,126.0,47.1,G
851,95.1,1987,Commerce,Lille,85.6,18.1,G
852,97.8,1955,École,Toulouse,106.7,48.0,D
853,94.5,1974,Commerce,Lille,174.2,33.1,C
854,167.6,1966,Bureau,Lille,60.4,24.7,C
855,176.8,2010,Résidentiel,Toulouse,119.6,11.2,E
856,97.2,1961,Bureau,Toulouse,144.8,31.8,B
857,86.7,1955,Commerce,Lyon,100.7,34.9,B
858,138.9,1976,École,Nantes,52.6,54.0,G
859,97.9,1957,École,Nantes,197.4,46.5,E
860,145.3,2014,Commerce,Toulouse,182.8,28.0,A
861,128.1,2006,École,Lyon,226.7,39.7,C
862,,1989,Industrie,Nantes,113.4,44.9,C
863,181.9,1963,Résidentiel,Lyon,225.6,,G
864,191.8,1984,Résidentiel,Lyon,,28.0,B
865,95.5,1997,Résidentiel,Lille,195.7,28.6,G
866,104.5,2005,École,Nantes,143.4,39.6,B
867,131.4,1998,École,Nantes,188.7,40.0,E
868,133.4,1962,Bureau,Lille,140.5,31.5,D
869,146.3,2010,Bureau,Toulouse,130.5,5.0,A
870,200.4,1998,Résidentiel,Lille,221.0,19.5,F
871,112.9,1995,Industrie,Nantes,171.7,42.4,D
872,88.1,2011,Bureau,Nantes,,9.4,D
873,64.8,1957,Bureau,Toulouse,153.5,49.2,B
874,90.8,1992,École,Lille,159.5,47.4,B
875,118.7,1969,Industrie,Paris,146.0,35.5,B
876,191.8,1988,Résidentiel,Paris,,42.2,D
877,99.3,1998,Bureau,Toulouse,228.9,41.3,G
878,,2013,Industrie,Lille,311.1,33.6,A
879,119.3,2011,Industrie,Lille,157.1,18.5,G
880,167.5,2003,Résidentiel,Lyon,139.2,46.6,B
881,221.1,1958,Industrie,Nantes,135.3,51.9,C
882,,1986,Industrie,Marseille,,20.5,G
883,100.4,1998,Industrie,Toulouse,,18.1,A
884,161.8,1990,Bureau,Marseille,136.9,33.4,C
885,147.3,1966,Résidentiel,Marseille,144.9,27.5,A
886,193.9,1970,Industrie,Toulouse,105.6,,B
887,143.4,2000,Industrie,Lille,197.6,49.5,G
888,105.6,2008,Bureau,Toulouse,176.0,8.1,F
889,143.6,1988,Résidentiel,Marseille,111.8,54.0,E
890,164.3,2004,École,Nantes,126.4,30.1,B
891,152.8,1990,Bureau,Nantes,272.0,41.1,D
892,140.3,1988,Résidentiel,Nantes,182.0,42.4,F
893,162.7,1962,Industrie,Lille,186.1,43.8,D
894,166.8,2013,Résidentiel,Paris,186.3,35.7,A
895,175.3,1960,Résidentiel,Toulouse,263.7,38.5,D
896,145.9,1968,Résidentiel,Nantes,117.3,38.5,F
897,113.3,1960,École,Toulouse,156.2,27.4,F
898,125.9,1995,Résidentiel,Nantes,,13.9,B
899,168.3,1994,École,Lille,76.7,20.4,C
900,87.3,1950,Industrie,Paris,125.0,33.7,B
901,134.7,1989,École,Paris,,25.6,A
902,104.3,1968,Industrie,Nantes,225.6,25.6,D
903,121.1,2021,Industrie,Lille,236.2,56.6,C
904,,2021,École,Lyon,144.7,45.3,G
905,127.6,2010,Bureau,Toulouse,152.1,32.0,E
906,121.9,1961,Commerce,Toulouse,72.7,43.1,F
907,65.6,2010,Résidentiel,Marseille,235.9,30.0,C
908,149.9,1982,Commerce,Lille,245.8,36.3,G
909,145.8,1994,Résidentiel,Marseille,245.0,40.3,C
910,,2018,Résidentiel,Nantes,276.2,30.0,B
911,107.7,1957,Industrie,Marseille,205.3,26.8,G
912,128.8,1974,Résidentiel,Paris,273.4,49.7,E
913,130.0,1995,Résidentiel,Toulouse,168.0,42.4,F
914,183.1,1979,École,Marseille,74.0,7.9,A
915,116.2,1996,Commerce,Paris,231.6,27.0,A
916,131.2,1998,École,Lille,71.8,25.6,C
917,144.3,1996,Résidentiel,Marseille,190.2,,G
918,127.5,1967,Industrie,Nantes,237.3,45.3,C
919,102.1,2015,École,Nantes,199.5,35.2,D
920,127.8,2017,École,Nantes,316.7,18.3,E
921,162.9,1982,Bureau,Toulouse,62.0,30.4,F
922,78.9,1985,Résidentiel,Marseille,175.0,,C
923,125.3,1968,Industrie,Lille,181.0,32.4,D
924,,1977,École,Marseille,99.4,27.3,G
925,167.8,1989,École,Toulouse,,39.0,E
926,59.1,1964,Industrie,Paris,129.3,54.4,F
927,97.6,1990,Résidentiel,Toulouse,,40.5,A
928,135.1,1988,Bureau,Nantes,173.5,50.6,D
929,182.6,1951,École,Paris,143.8,28.1,G
930,117.4,2012,Bureau,Nantes,199.1,34.9,E
931,97.8,1978,Commerce,Lyon,219.0,34.7,D
932,195.2,2015,Résidentiel,Toulouse,214.9,36.4,C
933,62.1,2000,Commerce,Toulouse,,40.3,B
934,32.0,1959,Commerce,Lille,197.1,24.0,A
935,137.6,1963,Commerce,Marseille,242.1,42.8,C
936,99.9,2000,Résidentiel,Paris,206.7,15.5,C
937,79.2,2022,Résidentiel,Paris,291.5,,G
938,148.3,1988,Industrie,Lille,238.9,60.6,G
939,129.8,1977,Bureau,Lille,283.1,28.9,E
940,97.4,1952,Bureau,Marseille,40.0,43.8,G
941,68.8,2019,Industrie,Nantes,185.8,55.4,D
942,154.9,1976,Industrie,Marseille,160.6,7.2,A
943,146.0,1951,Commerce,Toulouse,172.5,48.5,C
944,116.0,1987,Industrie,Nantes,131.7,42.8,E
945,193.9,1952,École,Lyon,,54.7,A
946,77.2,1965,Bureau,Marseille,71.5,20.8,G
947,59.0,1989,Industrie,Lille,204.2,52.4,G
948,92.3,1951,École,Nantes,133.7,26.1,D
949,118.2,1990,École,Marseille,150.0,47.7,G
950,129.7,1961,École,Paris,206.3,34.6,C
951,110.4,1984,École,Lyon,184.7,44.2,F
952,134.1,2014,Commerce,Toulouse,243.2,35.6,C
953,69.9,2004,École,Paris,121.8,12.9,C
954,177.8,1994,Commerce,Paris,175.2,5.0,G
955,116.7,2011,Commerce,Lyon,233.3,37.5,A
956,,1998,École,Toulouse,,31.8,G
957,133.7,1974,Bureau,Lille,205.5,39.8,A
958,138.3,1972,École,Nantes,246.5,32.0,A
959,142.8,1973,École,Toulouse,155.6,59.2,A
960,137.9,1987,École,Marseille,143.0,37.8,E
961,145.7,1977,Bureau,Paris,214.6,29.6,B
962,173.2,1970,Résidentiel,Marseille,171.0,39.0,G
963,127.9,2003,Résidentiel,Lille,247.3,,E
964,148.4,1967,Commerce,Marseille,202.2,36.1,C
965,116.4,1985,Commerce,Toulouse,142.6,20.4,E
966,177.6,1994,Bureau,Marseille,200.3,34.9,D
967,92.9,2022,Industrie,Lille,125.8,29.3,F
968,192.0,2002,Résidentiel,Lille,236.8,21.5,A
969,118.4,1979,Commerce,Lille,96.2,58.7,G
970,62.8,2009,Résidentiel,Toulouse,253.3,22.0,D
971,125.1,1981,Bureau,Lille,199.3,35.1,G
972,,2016,Bureau,Paris,,25.4,F
973,153.6,2016,Industrie,Lille,225.8,38.6,D
974,93.9,1977,Industrie,Marseille,210.7,19.7,G
975,102.2,1993,Bureau,Nantes,259.8,45.1,C
976,44.4,1990,Commerce,Marseille,259.3,59.4,A
977,101.9,2012,Résidentiel,Nantes,,,D
978,23.0,1972,École,Marseille,127.7,49.6,C
979,56.6,1997,Industrie,Toulouse,147.5,30.4,A
980,150.4,1981,École,Marseille,175.7,53.1,B
981,151.4,2006,Commerce,Toulouse,244.9,61.3,C
982,137.0,1982,Industrie,Toulouse,152.6,32.2,E
983,81.3,1973,École,Lille,157.6,16.8,G
984,118.1,1988,Commerce,Paris,290.9,46.4,A
985,119.9,1983,Résidentiel,Nantes,173.7,37.7,D
986,73.7,2005,Commerce,Lille,141.9,41.0,F
987,180.1,1977,Industrie,Lille,,30.9,D
988,155.1,1986,Bureau,Toulouse,176.6,24.4,E
989,111.2,1956,Résidentiel,Toulouse,96.6,48.9,G
990,121.1,2017,École,Nantes,242.5,38.8,E
991,128.3,1986,Industrie,Marseille,135.2,17.7,D
992,38.3,2005,Bureau,Marseille,182.6,43.2,G
993,110.1,2014,Commerce,Lille,175.9,40.8,F
994,92.7,2014,Bureau,Lyon,193.8,31.1,A
995,79.9,1996,Industrie,Lyon,48.5,54.4,G
996,108.8,1969,Industrie,Marseille,159.9,27.6,C
